UMAP1,UMAP2
0.6028588,0.11594784
0.33739263,-0.68292505
-1.2139322,13.244678
-0.95468545,10.764496
-1.1890677,5.694356
-1.2044058,3.5396461
-0.77713877,9.539554
1.07138,5.4280677
-1.0614618,11.008488
-0.7927326,9.075968
-1.2720152,5.1933556
-1.3057145,6.7392426
0.24420726,-0.7704765
-1.3337982,3.3352816
-0.024665859,0.49887872
-0.122668535,1.9745824
1.3892034,4.645069
0.46535206,-1.0620792
-0.54345083,8.5560465
1.0153209,2.2696452
1.0153509,5.8286166
-1.3812423,4.0971346
1.1101314,2.7891433
-1.0789704,2.0237546
-0.6245619,7.8277245
1.2748208,5.3170924
0.4181757,-0.4435934
0.22968452,0.29218063
-1.2831141,1.7190068
-1.1123692,3.7556438
1.1438676,5.14059
15.321609,0.8251516
0.43036893,0.3851273
1.1870044,4.9421196
-1.0569856,10.555424
-0.90395457,1.9675264
-0.18225431,0.9928915
-0.50027716,9.659673
-0.8050898,7.3523464
1.765564,-3.2509794
1.3070463,4.7528367
15.26128,-0.12105736
-1.1552602,13.116612
-1.4794662,15.5883045
0.30227232,0.02209686
0.27385193,4.842329
-1.0803796,11.186946
-0.9903275,10.242148
-1.1602226,2.623354
-0.9463332,2.2464213
-0.9167824,6.30889
-0.6459377,6.316536
-0.14662749,7.997055
0.90324986,3.0160022
0.92875236,2.1342242
0.25201076,0.48762462
-0.49415526,2.2395105
0.31568703,-0.48371378
0.94058454,5.0981045
0.26984423,-0.10444794
0.49049383,0.49976027
-1.3621254,13.180797
-1.1290854,11.546962
-0.44588548,5.428144
-1.3312608,3.8849566
-0.8309515,4.9633737
-1.0205183,3.479852
-1.2910457,12.676587
-0.7706553,0.31803572
-0.15045324,6.0185537
0.25719684,4.5188184
15.131693,-0.6394836
0.09167208,6.5452356
-0.9998307,7.3550034
-0.762957,6.263652
-1.5527209,0.8783543
-1.1992933,11.469021
-1.4843985,15.591808
-1.0986148,10.652691
0.3185377,-0.7885579
-0.28959754,0.21219443
0.3393203,-0.4171766
1.2987969,5.3264675
0.95933354,1.7368554
-0.2803019,-0.23148522
-1.3830128,15.434425
0.27536222,4.689051
-1.5711998,3.70849
1.7680047,-3.3158445
-0.8489227,1.893034
-0.99434376,10.417224
-1.1628524,4.028968
0.68522024,0.31339306
-1.3935789,15.452326
-1.1179943,11.507564
-1.5916643,2.111308
-1.4233886,11.770188
-0.80395025,7.3028197
0.38222113,4.8380885
-0.9966513,10.379477
1.1135855,5.2313113
-0.63010716,1.6585742
1.2168951,5.066163
1.1109843,5.3727403
-0.7747258,7.325342
-1.162427,11.18243
-0.7200245,7.809589
-0.39806125,6.102881
0.39643368,-0.3863165
-0.8538697,9.0037775
1.2275819,4.552474
-1.217134,4.1525474
-0.9110448,6.509692
-1.0818752,12.012851
-1.0056964,0.7910456
-1.4252448,15.465893
0.78625107,5.8349037
-5.342526,-5.1822953
-1.2676682,11.996332
0.544802,-1.512441
1.3007997,4.5945077
-1.5561184,3.8254397
-1.6534579,3.7299502
0.10469292,1.5278348
1.2234886,4.6722407
-5.340459,-5.179731
-1.1662701,5.5250497
-1.8507888,1.0448091
-1.0608118,0.9082428
-0.8977914,7.3963194
0.44539434,-0.33270124
1.225818,4.4396033
0.4121159,-0.7884806
-0.7694133,1.0314863
0.52700233,3.649308
-0.21111885,-0.47937128
-0.6421394,6.1452403
1.1924597,5.447668
15.164998,-0.576916
1.1701078,5.2592096
0.762114,2.0365846
-0.82717216,9.29078
-1.1619956,12.6074705
1.2775538,4.557843
0.8761003,2.5116408
0.3170846,-0.7459237
-0.5248145,7.2504244
-1.2048781,12.462875
0.93980724,5.3645835
-1.2271696,12.536976
1.0588872,2.464765
-0.9534353,7.2908316
-0.8492095,7.1767483
-0.65632373,7.801656
0.40517387,0.8494251
-0.5128195,7.5301876
0.34393892,-0.090958975
0.51701,-0.08697409
-0.06281405,5.578603
1.0995411,2.3583853
15.18227,-0.5616508
-0.30217698,-0.33234885
1.1856146,4.609033
1.6844077,-3.155208
1.2985625,4.778574
0.11018773,1.2244254
-1.1171836,11.757194
-1.2656058,11.234808
-0.5422608,1.0743423
-0.74546623,8.233814
-0.4937621,7.237367
0.659424,1.8458015
-0.5115958,1.8878934
-0.81675583,8.628602
1.3455954,4.404359
-1.4267998,15.328986
-0.6915133,2.2114305
-0.011195107,0.1117653
-0.7028759,9.054273
1.0579573,4.8643756
-1.1964695,11.99326
-1.2385432,12.184213
1.2185717,5.0137715
-1.0566387,12.752149
-1.0319268,2.1467395
0.19773513,-0.24614547
0.54860723,6.0972114
-0.18993394,6.586299
-0.615417,8.11186
-0.88616574,8.984145
-0.6392874,6.1232834
-1.0599214,7.1514983
0.8869788,1.9283856
-0.86937475,9.346361
-0.17739926,0.8818152
1.1337818,4.5462413
1.0541023,5.3418026
-0.7206294,9.168587
0.1043993,0.013543149
1.2893188,5.02423
-1.1173633,7.181639
15.465397,1.0874128
1.0400538,4.871256
0.76297355,5.87399
-0.8499197,8.965421
-1.642761,3.5572636
0.705141,2.1411617
0.4309195,0.6304304
-0.19548093,7.7660756
-1.2572224,11.718564
-1.0220448,1.6017169
-1.1285716,12.055745
1.1865402,4.7225347
0.53230673,6.5617256
-0.70623064,5.8015604
-0.84375626,9.844326
-1.5254161,4.061312
0.044623308,-0.49230802
0.8610112,1.7723387
-1.9212492,1.3485969
1.078015,5.869332
-0.8501247,6.2073903
-1.132303,1.5923444
-0.21862353,1.4211961
0.5541698,2.8216915
-0.48443973,3.2283309
1.5731084,-2.974319
1.5992925,-3.0084481
1.9325863,-3.6396353
-0.78755,5.1515393
0.42075053,-0.31881532
0.82242227,5.3453755
-0.99363154,7.630324
0.548339,1.5771843
0.41506985,-0.24011095
0.9492633,5.0498233
-1.0021371,5.58222
-1.1364689,4.8450503
-0.9798544,9.10557
-0.5852924,8.008882
-0.6770799,6.4415536
1.2383226,5.2147827
-1.0693636,11.448182
15.245798,-0.23097749
-1.120619,11.524577
1.0652603,5.3095465
0.30253643,2.8599968
-1.3761553,12.844866
15.281655,-0.10150501
-0.9669797,5.7529354
-1.1117661,10.884583
-0.34507036,6.2948627
-1.1639757,10.731193
-1.2311475,13.213351
-1.2142813,3.3407965
0.2526303,2.8857913
-0.5473106,7.134021
-0.4987421,0.913693
-0.8445032,2.9095109
-1.4718003,4.0608974
-1.2374911,3.8544614
-0.50312024,6.9517055
0.2877482,6.106222
15.241417,-0.17310436
15.450155,1.0983279
1.0997565,4.6690817
1.1829236,4.627909
-0.565255,6.5293274
0.34268707,0.025570702
-0.21842341,0.79962444
-0.56178486,9.158885
-1.2942613,11.681258
1.3641536,5.2201304
0.4083738,0.60029364
-0.4768183,8.70999
-1.0818918,8.159847
0.45162854,0.22465906
-0.74110734,0.07458918
1.1327399,4.8976073
0.4297311,-0.45905873
0.9168463,5.759091
0.43406624,5.6317396
0.38357717,0.3148052
0.19422603,-0.87495476
-1.4463006,12.008667
-1.1698486,11.316568
1.0426254,1.94217
-0.9471726,9.495527
-1.2082856,1.918703
-1.6864997,2.976309
0.33681864,-0.96903837
0.663504,4.9900723
-1.6085755,2.4730022
-1.0803485,6.801242
0.9813773,5.04417
-0.9259072,2.022402
-0.6212972,1.7999703
0.44754657,1.9495515
1.1508715,4.828465
0.3296974,0.588841
-0.8549827,2.271558
-0.81116545,0.6089136
-1.2656044,12.176578
-5.3512783,-5.189764
0.4814151,0.11585109
-1.3374615,3.9493034
-1.3670639,4.590133
-0.992612,6.021045
-1.6116247,2.6168864
-5.3334546,-5.1730404
-0.3790304,-0.4545871
-0.60025936,8.919584
-0.63136774,2.133162
0.9435508,2.0661936
-1.0586435,3.0542057
-0.642887,1.490425
-0.43108237,1.5091372
-0.91864353,11.98048
-0.5659988,9.739428
1.3299518,4.770089
1.2857149,4.71104
-1.1068999,5.9348564
-1.4787519,15.588959
-1.0343701,0.9038838
-0.21980032,7.258507
0.5192946,1.5508618
1.2926651,4.684839
-1.2080855,5.166325
-0.41579464,-0.21659176
-0.43042925,8.158549
0.4817031,5.468166
0.26712748,-1.0517287
0.728453,5.495904
15.255291,-0.19111712
0.03860501,0.080894336
0.9527288,1.895578
-1.3568954,15.401034
-1.2604169,11.397405
1.1532118,4.9013734
0.27034134,0.5535962
15.180629,-0.5512522
-1.2486216,12.66762
-0.8633271,11.046204
-0.9046265,10.413072
-0.69886667,8.292222
0.76490337,4.376083
0.26365033,0.16537033
0.96350217,2.5157924
0.063205965,2.3234348
-0.89360636,9.123524
0.40632442,-1.2884792
0.40959394,-0.54680705
15.319336,0.8335226
-1.0584469,3.10235
-1.0821445,5.9295464
1.0545245,2.7138665
-0.48297966,8.804503
-1.0589157,4.4584413
0.8083483,4.910797
-0.8224914,8.639608
-1.1708424,11.10476
-1.5693289,5.0775123
0.3910824,0.38726354
0.31991485,-0.51953727
-0.44603825,9.306626
1.0512154,2.582645
0.87224704,5.0548368
0.5668726,2.2873058
1.4806819,-2.872081
-0.79051226,9.158658
0.12927134,-0.06643423
1.0605619,5.5087337
1.0760429,4.811585
